provider_code	provider_name	dataset_code	dataset_name	nb_series
ACOSS	Agence centrale des organismes de sécurité sociale	ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT	Quarterly private sector payroll and workforce	234
ACOSS	Agence centrale des organismes de sécurité sociale	ECONOMIC_BAROMETER	Economic Barometer	28
AFDB	African Development Group	bbkawjf	AFDB Socio Economic Database	76180
AIH	Africa Information Highway	GGO_BENIN	General Government Operations (GGO)	52
AIH	Africa Information Highway	GGO_ETHIOPIA	General Government Operations (GGO)	396
AIH	Africa Information Highway	GGO_IVORY_COAST	General Government Operations (GGO)	141
AIH	Africa Information Highway	GGO_KENYA	General Government Operations (GGO)	58
AIH	Africa Information Highway	GGO_NIGERIA	General Government Operations (GGO)	50
AIH	Africa Information Highway	GGO_SENEGAL	General Government Operations (GGO)	210
AIH	Africa Information Highway	NA_BENIN	National Accounts (GDP)	78
AIH	Africa Information Highway	NA_ETHIOPIA	National Accounts (GDP)	71
AIH	Africa Information Highway	NA_IVORY_COAST	National Accounts (GDP)	25
AIH	Africa Information Highway	NA_KENYA	National Accounts (GDP)	42
AIH	Africa Information Highway	NA_NIGERIA	National Accounts (GDP)	94
AIH	Africa Information Highway	NA_SENEGAL	National Accounts (GDP)	29
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AAGT	Average share of imports and exports of goods in world trade including intra EU trade :- Foreign trade statistics	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ADGGI	Snowball effect on gross public debt, % EDP GDP :- Excessive deficit procedure (based on ESA 2010)	41
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ADGGU	Impact of nominal GDP change on gross public debt, % EDP GDP :- Excessive deficit procedure (based on ESA 2010)	43
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AKGDV	Marginal efficiency of capital: total economy (Change in GDP at constant market prices of year T per unit of gross fixed capital formation at constant prices of year T-.5.)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AKNDV	Net capital stock per unit of gross domestic product at constant prices :- Capital output ratio: total economy	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ALCD0	Adjusted wage share: total economy: as percentage of GDP at current prices (Compensation per employee as percentage of GDP at market prices per person employed.)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ALCD2	Adjusted wage share: total economy: as percentage of GDP at current factor cost (Compensation per employee as percentage of GDP at factor cost per person employed.)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ALCM	Adjusted wage share: manufacturing industry (Compensation per employee as percentage of nominal gross value added per person employed.)	43
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AMGT	Share of imports of goods in world imports including intra EU imports :- Foreign trade statistics	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	APGN	Terms of trade goods (National accounts)	42
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	APGS	Terms of trade goods and services (National accounts)	43
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	APNDK	Net returns on net capital stock: total economy	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	APSN	Terms of trade services (National accounts)	42
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	APTA	Impact of terms of trade goods and services on real income	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ASGH	Saving rate, gross: households and NPISH (Gross saving as percentage of gross disposable income)	39
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ASNH	Saving rate, net: households and NPISH (Net saving as percentage of net disposable income)	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AVGDGP	Gap between actual and potential gross domestic product at 2020 reference levels	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AVGDGT	Gap between actual and trend gross domestic product at 2020 reference levels	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AVGDK	Gross domestic product at 2020 reference levels per unit of net capital stock :- Capital productivity	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AXGT	Share of exports of goods in world exports including intra EU exports :- Foreign trade statistics	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	AYIGD	Implicit interest rate: general government :- Interest as percent of gross public debt of preceding year Excessive deficit procedure (based on ESA 2010)	41
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD0	Contribution to the increase of GDP at constant prices of private consumption	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD1	Contribution to the increase of GDP at constant prices of public consumption	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD10	Contribution to the increase of GDP at constant prices of total consumption	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD2	Contribution to the increase of GDP at constant prices of gross fixed capital formation	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD3	Contribution to the increase of GDP at constant prices of domestic demand excluding stocks	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD4	Contribution to the increase of GDP at constant prices of changes in inventories and acquisitions less disposals of valuables	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD5	Contribution to the increase of GDP at constant prices of domestic demand including stocks	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD6	Contribution to the increase of GDP at constant prices of exports of goods and services :- including intra-EU trade	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD7	Contribution to the increase of GDP at constant prices of final demand :- including intra-EU trade	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD8	Contribution to the increase of GDP at constant prices of imports of goods and services :- including intra-EU trade	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	CVGD9	Contribution to the increase of GDP at constant prices of the balance of goods and services	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	DMGE	Extra EU imports of goods :- Foreign trade statistics (1960-1998 Former EU-15)	34
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	DMGI	Intra EU imports of goods :- Foreign trade statistics (1960-1998 Former EU-15)	34
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	DMGT	Total imports of goods :- Foreign trade statistics	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	DXGE	Extra EU exports of goods :- Foreign trade statistics (1960-1998 Former EU-15)	34
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	DXGI	Intra EU exports of goods :- Foreign trade statistics (1960-1998 Former EU-15)	34
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	DXGT	Total exports of goods :- Foreign trade statistics	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FET1	Employment, full-time equivalents: agriculture, forestry and fishery products (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FET2	Employment, full-time equivalents: industry excluding building and construction (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FET4	Employment, full-time equivalents: building and construction (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FET5	Employment, full-time equivalents: services (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FETD	Employment, full-time equivalents: total economy (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FETM	Employment, full-time equivalents: manufacturing industry (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FWT1	Employees, full-time equivalents: agriculture, forestry and fishery products (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FWT2	Employees, full-time equivalents: industry excluding building and construction (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FWT4	Employees, full-time equivalents: building and construction (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FWT5	Employees, full-time equivalents: services (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FWTD	Employees, full-time equivalents: total economy (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	FWTM	Employees, full-time equivalents: manufacturing industry (National accounts)	4
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HCPHP	Private final consumption expenditure at current prices per head of population	346
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVG1E	Gross value added at current prices per person employed: agriculture, forestry and fishery products	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVG2E	Gross value added at current prices per person employed: industry excluding building and construction	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVG4E	Gross value added at current prices per person employed: building and construction	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVG5E	Gross value added at current prices per person employed: services	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGDE	Gross domestic product at current prices per person employed	358
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGDH	Gross domestic product at current prices per hour worked	121
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGDP	Gross domestic product at current prices per head of population	346
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGME	Gross value added at current prices per person employed: manufacturing industry	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGMW	Gross value added at current prices per employee: manufacturing industry	102
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGNP	Gross national income at current prices per head of population	346
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HVGTP	Gross national disposable income per head of population	346
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWC1W	Nominal compensation per employee: agriculture, forestry and fishery products	86
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWC2W	Nominal compensation per employee: industry excluding building and construction	86
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWC4W	Nominal compensation per employee: building and construction	86
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWC5W	Nominal compensation per employee: services	86
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDW	Nominal compensation per employee: total economy	120
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-1	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ	24
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-2	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to  12 industrial countries (DK SE UK TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-3	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to  9 industrial countries (TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-4	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights	40
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-5	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-6	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ	24
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-7	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to  12 industrial countries (DK SE UK TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-8	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to  9 industrial countries (TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWQ-9	Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights	40
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCDWR	Nominal compensation per employee: total economy: Performance relative to...: (country/group)	251
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	HWCMW	Nominal compensation per employee: manufacturing industry	90
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ILN	Nominal long-term interest rates	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ILRC	Real long-term interest rates, deflator private consumption	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ILRV	Real long-term interest rates, deflator GDP	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ISN	Nominal short-term interest rates	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ISRC	Real short-term interest rates, deflator private consumption	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	ISRV	Real short-term interest rates, deflator GDP	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	IYN	Yield curve	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	KNP	GDP purchasing power parities :- Units of national currency per PPS (purchasing power standard)	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NECD	Civilian employment, persons (domestic)	32
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NECN	Civilian employment, persons (national)	37
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NELN	Employment (national) from LFS, persons: total economy	35
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NET1	Employment, persons: agriculture, forestry and fishery products (National accounts)	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NET2	Employment, persons: industry excluding building and construction (National accounts)	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NET4	Employment, persons: building and construction (National accounts)	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NET5	Employment, persons: services (National accounts)	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NETD	Employment, persons: all domestic industries (National accounts)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NETM	Employment, persons: manufacturing industry (National accounts)	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NETN	Employment, persons: total economy (National accounts)	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NLCN	Civilian labour force (Labour force statistics)	37
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NLHA	Average annual hours worked per person employed	41
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NLHT	Total annual hours worked: total economy	41
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NLLN	Labour force (national) from LFS, persons: total economy	35
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NLTN	Total labour force (Labour force statistics)	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPAN	Population: 15 to 64 years	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPAN1	Population: 15 to 74 years	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPCN	Population: 0 to 14 years	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPON	Population: 65 years and over	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPON1	Population: 75 years and over	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPTD	Total population (National accounts)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NPTN	Total population	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NSTD	Number of self-employed: total economy (National accounts)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NUTN	Total unemployment :- Member States: definition EUROSTAT	51
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWT1	Employees, persons: agriculture, forestry and fishery products (National accounts)	45
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWT2	Employees, persons: industry excluding building and construction (National accounts)	45
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWT4	Employees, persons: building and construction (National accounts)	45
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWT5	Employees, persons: services (National accounts)	45
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWTD	Employees, persons: all domestic industries (National accounts)	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWTM	Employees, persons: manufacturing industry (National accounts)	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	NWTN	Employees, persons: total economy (National accounts)	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OCCG	Collective consumption of general government at 2020 prices	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OCIG	Individual consumption of general government at 2020 prices	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OCNT	Total consumption at 2020 prices	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OCPH	Private final consumption expenditure at 2020 prices	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OCTG	Final consumption expenditure of general government at 2020 prices	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OCTH	Actual individual final consumption of households at 2020 prices	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGCO	Gross fixed capital formation at 2020 prices: construction	51
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGDW	Gross fixed capital formation at 2020 prices: dwellings	51
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGEQ	Gross fixed capital formation at 2020 prices: equipment	47
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGMA	Gross fixed capital formation at 2020 prices: metal products and machinery	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGNR	Gross fixed capital formation at 2020 prices: non-residential construction and civil engineering	51
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGOT	Gross fixed capital formation at 2020 prices: other investment	44
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGT	Gross fixed capital formation at 2020 prices: total economy	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIGTR	Gross fixed capital formation at 2020 prices: transport equipment	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OINT	Net fixed capital formation at 2020 prices: total economy	58
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OIST	Changes in inventories and acquisitions less disposals of valuables at 2020 prices: total economy	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OITT	Gross capital formation at 2020 prices: total economy	51
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OKCT	Capital consumption at 2020 prices: total economy	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OKND	Net capital stock at 2020 prices: total economy	94
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OMGN	Imports of goods at 2020 prices	59
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OMGS	Imports of goods and services at 2020 prices	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OMSN	Imports of services at 2020 prices	59
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OUNF	Domestic demand excluding stocks at 2020 prices	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OUNT	Domestic demand including stocks at 2020 prices	59
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OUNTQ	Domestic demand including stocks at 2020 prices :- Performance relative to the rest of the former EU-15: double export weights	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OUTG	Real total expenditure of general government, deflator GDP :- ESA 2010	39
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OUTGI	Real total expenditure excluding interest of general government, deflator GDP :- ESA 2010	39
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OUTT	Final demand at 2020 prices	59
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVG0	Gross value added at 2020 prices: total of branches	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVG1	Gross value added at 2020 prices: agriculture, forestry and fishery products	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVG2	Gross value added at 2020 prices: industry excluding building and construction	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVG4	Gross value added at 2020 prices: building and construction	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVG5	Gross value added at 2020 prices: services	50
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGD	Gross domestic product at 2020 reference levels	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDA	Gross domestic product at 2020 reference levels adjusted for the impact of terms of trade	55
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDP	Potential gross domestic product at 2020 reference levels	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDQ	Gross domestic product at 2020 reference levels :- Performance relative to the rest of the former EU-15: double export weights	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDQ-1	Gross domestic product at 2020 reference levels :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ	24
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDQ-2	Gross domestic product at 2020 reference levels :- Performance relative to  12 industrial countries (DK SE UK TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDQ-3	Gross domestic product at 2020 reference levels :- Performance relative to  9 industrial countries (TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDQ-4	Gross domestic product at 2020 reference levels :- Performance relative to the rest of 37 industrial countries: double export weights	40
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGDT	Trend gross domestic product at 2020 reference levels	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGE	Gross value added at 2020 basic prices excluding FISIM: total economy	49
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGH	Real gross disposable income, deflator private consumption: households and NPISH	39
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGM	Gross value added at 2020 prices: manufacturing industry	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OVGN	Gross national income at 2020 reference levels, deflator GDP	52
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGN	Exports of goods at 2020 prices	59
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGS	Exports of goods and services at 2020 prices	60
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGSQ	Exports of goods and services at 2020 prices :- Performance relative to the rest of the former EU-15: double export weights	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGSQ-1	Exports of goods and services at 2020 prices :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ	24
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGSQ-2	Exports of goods and services at 2020 prices :- Performance relative to  12 industrial countries (DK SE UK TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGSQ-3	Exports of goods and services at 2020 prices :- Performance relative to  9 industrial countries (TR CH NO US CA MX JP AU NZ)	1
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXGSQ-4	Exports of goods and services at 2020 prices :- Performance relative to the rest of 37 industrial countries: double export weights	40
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	OXSN	Exports of services at 2020 prices	59
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PCCG	Price deflator collective consumption of general government	91
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PCIG	Price deflator individual consumption of general government	91
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PCNT	Price deflator total consumption	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PCPH	Price deflator private final consumption expenditure	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PCTG	Price deflator total final consumption expenditure of general government	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PCTH	Price deflator actual individual final consumption of households	97
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGCO	Price deflator gross fixed capital formation: construction	96
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGDW	Price deflator gross fixed capital formation: dwellings	96
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGEQ	Price deflator gross fixed capital formation: equipment	88
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGMA	Price deflator gross fixed capital formation: metal products and machinery	74
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGNR	Price deflator gross fixed capital formation: non-residential construction and civil engineering	96
